label	cell_type
SC_100355_61_21	N	CM
SC_100355_5_37	N	FB
SC_100355_49_13	N	FB
SC_100355_24_60	N	CM
SC_100355_41_66	N	FB
SC_100355_63_23	N	CM
SC_100355_39_62	N	FB
SC_100355_15_66	N	EC
SC_100355_71_27	N	CM
SC_100355_5_61	N	FB
SC_100355_52_63	N	FB
SC_100355_34_17	N	CM
SC_100355_55_6	N	CM
SC_100355_59_21	N	CM
SC_100355_9_21	N	FB
SC_100355_1_16	N	EC
SC_100355_22_3	N	CM
SC_100355_69_61	N	CM
SC_100355_36_71	N	FB
SC_100355_71_22	N	CM
SC_100355_2_71	N	FB
SC_100355_30_63	N	CM
SC_100355_60_14	N	CM
SC_100355_17_44	N	FB
SC_100355_68_46	N	CM
SC_100355_21_43	N	CM
SC_100355_17_41	N	FB
SC_100355_63_7	N	CM
SC_100355_26_67	N	CM
SC_100355_7_65	N	FB
SC_100355_71_46	N	CM
SC_100355_34_43	N	CM
SC_100355_40_41	N	FB
SC_100355_28_69	N	CM
SC_100355_70_16	N	CM
SC_100355_15_61	N	FB
SC_100355_11_44	N	FB
SC_100355_68_64	N	CM
SC_100355_20_24	N	CM
SC_100355_32_43	N	CM
SC_100355_34_18	N	CM
SC_100355_33_21	N	CM
SC_100355_60_6	N	CM
SC_100355_52_60	N	FB
SC_100355_60_18	N	CM
SC_100355_19_23	N	CM
SC_100355_40_7	N	FB
SC_100355_46_21	N	EC
SC_100355_26_39	N	CM
SC_100355_16_22	N	FB
SC_100355_54_38	N	CM
SC_100355_68_14	N	CM
SC_100355_24_42	N	CM
SC_100355_6_23	N	FB
SC_100355_18_42	N	CM
SC_100355_12_4	N	CM
SC_100355_30_61	N	CM
SC_100355_24_14	N	CM
SC_100355_40_18	N	FB
SC_100355_60_17	N	CM
SC_100355_36_48	N	FB
SC_100355_29_64	N	CM
SC_100355_52_36	N	FB
SC_100355_30_22	N	CM
SC_100355_43_42	N	FB
SC_100355_32_37	N	CM
SC_100355_4_44	N	FB
SC_100355_32_61	N	CM
SC_100355_9_56	N	CM
SC_100355_28_17	N	CM
SC_100355_18_40	N	CM
SC_100355_49_46	N	FB
SC_100355_60_62	N	CM
SC_100355_59_23	N	CM
SC_100355_21_40	N	CM
SC_100355_20_16	N	CM
SC_100355_38_60	N	FB
SC_100355_36_61	N	FB
SC_100355_62_60	N	CM
SC_100355_69_26	N	CM
SC_100355_21_16	N	CM
SC_100355_22_52	N	CM
SC_100355_70_44	N	CM
SC_100355_56_0	N	CM
SC_100355_55_71	N	CM
SC_100355_57_19	N	CM
SC_100355_37_17	N	FB
SC_100355_55_41	N	CM
SC_100355_69_54	N	CM
SC_100355_56_39	N	CM
SC_100355_20_12	N	CM
SC_100355_21_67	N	CM
SC_100355_62_71	N	CM
SC_100355_26_46	N	CM
SC_100355_22_19	N	CM
SC_100355_65_65	N	CM
SC_100355_25_43	N	CM
SC_100355_71_18	N	CM
SC_100355_6_43	N	FB
SC_100355_33_37	N	CM
SC_100355_18_16	N	CM
SC_100355_64_17	N	CM
SC_100355_14_63	N	FB
SC_100355_44_71	N	FB
SC_100355_35_68	N	CM
SC_100355_34_63	N	CM
SC_100355_61_37	N	CM
SC_100355_7_44	N	FB
SC_100355_3_3	N	EC
SC_100355_19_22	N	CM
SC_100355_66_12	N	CM
SC_100355_8_61	N	FB
SC_100355_44_4	N	MP
SC_100355_71_47	N	CM
SC_100355_33_50	N	CM
SC_100355_12_62	N	FB
SC_100355_32_38	N	CM
SC_100355_65_13	N	CM
SC_100355_48_31	N	CM
SC_100355_47_61	N	FB
SC_100355_48_16	N	FB
SC_100355_24_12	N	CM
SC_100355_43_21	N	FB
SC_100355_16_57	N	CM
SC_100355_55_21	N	CM
SC_100355_7_53	N	FB
SC_100355_60_20	N	CM
SC_100355_58_18	N	CM
SC_100355_24_5	N	CM
SC_100355_37_59	N	FB
SC_100355_20_68	N	CM
SC_100355_23_21	N	CM
SC_100355_32_45	N	CM
SC_100355_51_18	N	FB
SC_100355_3_70	N	FB
SC_100355_10_6	N	CM
SC_100355_4_67	N	FB
SC_100355_37_29	N	FB
SC_100355_6_18	N	FB
SC_100355_48_69	N	FB
SC_100355_18_38	N	CM
SC_100355_25_36	N	CM
SC_100355_61_15	N	CM
SC_100355_38_12	N	FB
SC_100355_24_2	N	CM
SC_100355_28_34	N	CM
SC_100355_28_44	N	CM
SC_100355_36_69	N	FB
SC_100355_35_47	N	CM
SC_100355_31_47	N	CM
SC_100355_60_19	N	CM
SC_100355_64_61	N	CM
SC_100355_57_64	N	CM
SC_100355_17_42	N	FB
SC_100355_15_63	N	FB
SC_100355_59_8	N	CM
SC_100355_11_37	N	FB
SC_100355_48_2	N	CM
SC_100355_20_39	N	CM
SC_100355_59_24	N	CM
SC_100355_58_66	N	CM
SC_100355_70_62	N	CM
SC_100355_62_19	N	CM
SC_100355_35_36	N	CM
SC_100355_24_62	N	CM
SC_100355_16_11	N	CM
SC_100355_49_20	N	EC
SC_100355_67_65	N	CM
SC_100355_51_17	N	FB
SC_100355_13_41	N	FB
SC_100355_58_43	N	CM
SC_100355_61_16	N	CM
SC_100355_63_19	N	CM
SC_100355_4_13	N	FB
SC_100355_61_47	N	CM
SC_100355_23_64	N	CM
SC_100355_13_42	N	FB
SC_100355_70_0	N	CM
SC_100355_54_13	N	CM
SC_104720_30_32	N	CM
SC_104720_19_3	N	CM
SC_104720_61_29	N	CM
SC_104720_69_27	N	CM
SC_104720_43_18	N	CM
SC_104720_33_35	N	CM
SC_104720_33_5	N	CM
SC_104720_26_55	N	CM
SC_104720_23_8	N	CM
SC_104720_30_34	N	CM
SC_104720_63_49	N	CM
SC_104720_35_7	N	CM
SC_104720_70_11	N	CM
SC_104720_62_24	N	CM
SC_104720_67_27	N	CM
SC_104720_31_13	N	CM
SC_104720_25_32	N	CM
SC_104720_25_0	N	CM
SC_104720_27_30	N	CM
SC_104720_33_28	N	CM
SC_104720_66_27	N	CM
SC_104720_55_57	N	CM
SC_104720_55_49	N	CM
SC_104720_35_33	N	CM
SC_104720_29_6	N	CM
SC_104720_21_59	N	CM
SC_104720_10_18	N	CM
SC_104720_59_58	N	CM
SC_104720_65_57	N	CM
SC_104720_60_56	N	CM
SC_104720_22_0	N	CM
SC_104720_34_27	N	CM
SC_104720_69_25	N	CM
SC_104720_33_26	N	CM
SC_104720_19_50	N	CM
SC_104720_28_56	N	CM
SC_104720_35_52	N	CM
SC_104720_30_31	N	CM
SC_104720_30_59	N	CM
SC_104720_60_32	N	CM
SC_104720_30_51	N	CM
SC_104720_50_65	N	CM
SC_104720_31_29	N	CM
SC_104720_63_6	N	CM
SC_104720_28_5	N	CM
SC_104720_30_50	N	CM
SC_104720_54_23	N	CM
SC_104720_20_28	N	CM
SC_104720_65_21	N	CM
SC_104720_59_51	N	CM
SC_104720_24_4	N	CM
SC_104720_19_53	N	CM
SC_104720_66_42	N	CM
SC_104720_31_58	N	CM
SC_104720_56_10	N	CM
SC_104720_19_5	N	CM
SC_104720_29_5	N	CM
SC_104720_32_34	N	CM
SC_104720_60_60	N	CM
SC_104720_68_59	N	CM
SC_104720_65_58	N	CM
SC_104720_63_4	N	CM
SC_104720_58_51	N	CM
SC_104720_58_35	N	CM
SC_104720_56_49	N	CM
SC_104720_68_25	N	CM
SC_104720_16_65	N	CM
SC_104720_30_2	N	CM
SC_104720_66_55	N	CM
SC_104720_64_32	N	CM
SC_104720_21_3	N	CM
SC_104720_62_25	N	CM
SC_104720_22_1	N	CM
SC_104720_62_27	N	CM
SC_104720_56_2	N	CM
SC_104720_27_29	N	CM
SC_104720_63_58	N	CM
SC_104720_34_5	N	CM
SC_104720_12_16	N	CM
SC_104720_32_5	N	CM
SC_104720_69_68	N	CM
SC_104720_18_53	N	CM
SC_104720_30_24	N	CM
SC_104720_55_28	N	CM
SC_104720_28_10	N	CM
SC_104720_19_9	N	CM
SC_104720_19_33	N	CM
SC_104720_34_34	N	CM
SC_104720_27_32	N	CM
SC_104720_32_31	N	CM
SC_104720_25_10	N	CM
SC_104720_63_59	N	CM
SC_104720_33_56	N	CM
SC_104720_56_29	N	CM
SC_104720_13_23	N	CM
SC_104720_29_30	N	CM
SC_104720_34_52	N	CM
SC_104720_59_28	N	CM
SC_104720_32_51	N	CM
SC_104720_34_48	N	CM
SC_104720_34_57	N	CM
SC_104720_30_9	N	CM
SC_104720_70_23	N	CM
SC_104720_23_33	N	CM
SC_104720_69_62	N	CM
SC_104720_18_6	N	CM
SC_104720_33_30	N	CM
SC_104720_25_56	N	CM
SC_104720_66_52	N	CM
SC_104720_67_10	N	CM
SC_104720_59_0	N	CM
SC_104720_43_37	N	CM
SC_104720_20_33	N	CM
SC_104720_62_32	N	CM
SC_104720_35_2	N	CM
SC_104720_67_56	N	CM
SC_104720_23_54	N	CM
SC_104720_32_54	N	CM
SC_104720_48_37	N	CM
SC_104720_18_4	N	CM
SC_104720_24_0	N	CM
SC_104720_59_9	N	CM
SC_104720_21_32	N	CM
SC_104720_22_24	N	CM
SC_104720_62_5	N	CM
SC_104720_65_60	N	CM
SC_104720_65_24	N	CM
SC_104720_20_31	N	CM
SC_104720_12_67	N	CM
SC_104720_47_36	N	CM
SC_104720_49_37	N	CM
SC_104720_35_8	N	CM
SC_104720_61_32	N	CM
SC_104720_18_1	N	CM
SC_104720_45_12	N	CM
SC_104720_21_24	N	CM
SC_104720_29_3	N	CM
SC_104720_68_34	N	CM
SC_104720_68_54	N	CM
SC_104720_63_23	N	CM
SC_104720_22_8	N	CM
SC_104720_18_3	N	CM
SC_104720_54_32	N	CM
SC_104720_54_58	N	CM
SC_104720_19_11	N	CM
SC_104720_69_17	N	CM
SC_104720_30_33	N	CM
SC_104720_64_50	N	CM
SC_104720_32_35	N	CM
SC_104720_57_8	N	CM
SC_104720_30_5	N	CM
SC_104720_28_7	N	CM
SC_104720_27_31	N	CM
SC_104720_33_24	N	CM
SC_104720_68_60	N	CM
SC_104720_23_4	N	CM
SC_104720_28_1	N	CM
SC_104720_63_9	N	CM
SC_104720_32_28	N	CM
SC_104720_20_10	N	CM
SC_104720_23_32	N	CM
SC_104720_22_30	N	CM
SC_104720_62_4	N	CM
SC_104720_60_24	N	CM
SC_104720_61_34	N	CM
SC_104720_68_11	N	CM
SC_104720_21_35	N	CM
SC_104720_65_38	N	CM
SC_104720_59_10	N	CM
SC_104720_54_35	N	CM
SC_104720_31_3	N	CM
SC_104720_29_33	N	CM
SC_104720_55_27	N	CM
SC_104720_66_35	N	CM
SC_104720_57_29	N	CM
SC_104720_54_49	N	CM
SC_104720_20_2	N	CM
SC_104720_25_48	N	CM
SC_104720_28_57	N	CM
SC_104720_31_48	N	CM
SC_104720_35_27	N	CM
SC_104720_65_36	N	CM
SC_104720_66_31	N	CM
SC_104720_56_59	N	CM
SC_104720_55_8	N	CM
SC_104720_56_4	N	CM
SC_104720_12_12	N	CM
SC_104720_56_22	N	CM
SC_104720_35_5	N	CM
SC_104720_31_35	N	CM
SC_104720_57_54	N	CM
SC_104720_33_34	N	CM
SC_104720_18_2	N	CM
SC_104720_34_56	N	CM
SC_104720_30_29	N	CM
SC_104720_57_35	N	CM
SC_104720_61_58	N	CM
SC_104720_63_54	N	CM
SC_104720_28_30	N	CM
SC_104720_28_32	N	CM
SC_104720_29_2	N	CM
SC_104720_18_0	N	CM
SC_104720_56_27	N	CM
SC_104720_33_50	N	CM
SC_104720_32_52	N	CM
SC_104720_29_34	N	CM
SC_104720_57_1	N	CM
SC_104720_29_51	N	CM
SC_104720_35_11	N	CM
SC_104720_32_25	N	CM
SC_104720_32_59	N	CM
SC_104720_54_31	N	CM
SC_104720_36_46	N	CM
SC_104720_28_25	N	CM
SC_104720_20_7	N	CM
SC_104720_65_27	N	CM
SC_104720_23_26	N	CM
SC_104720_57_57	N	CM
SC_104720_61_51	N	CM
SC_104720_59_48	N	CM
SC_104720_63_22	N	CM
SC_104720_43_14	N	CM
SC_104720_33_31	N	CM
SC_104720_22_6	N	CM
SC_104720_24_2	N	CM
SC_104720_65_39	N	CM
SC_104720_18_25	N	CM
SC_104720_56_33	N	CM
SC_104720_24_52	N	CM
SC_104720_34_31	N	CM
SC_104720_32_1	N	CM
SC_104720_67_28	N	CM
SC_104720_68_35	N	CM
SC_104720_24_35	N	CM
SC_104720_34_54	N	CM
SC_104720_24_28	N	CM
SC_105235_37_21	N	FB
SC_105235_38_15	N	FB
SC_105235_37_66	N	MP
SC_105235_37_16	N	MP
SC_105235_6_12	N	FB
SC_105235_33_4	N	EC
SC_105235_39_66	N	SMC
SC_105235_4_18	N	FB
SC_105235_37_40	N	MP
SC_105235_38_40	N	FB
SC_92563_0_17	N	EC
SC_92563_0_23	N	MP
SC_92563_0_12	N	SMC
SC_92563_0_18	N	FB
SC_92563_0_19	N	EC
SC_92563_0_20	N	SMC
SC_92563_0_14	N	EC
SC_92563_1_45	N	SMC
SC_92563_1_46	N	MP
SC_92563_2_64	N	EC
SC_92563_2_70	N	EC
SC_92563_1_42	N	FB
SC_92563_1_44	N	EC
SC_92563_2_15	N	EC
SC_92563_2_16	N	FB
SC_92563_2_22	N	EC
SC_92563_3_39	N	EC
SC_92563_3_36	N	EC
SC_92563_3_42	N	EC
SC_92563_2_13	N	EC
SC_92563_3_43	N	EC
SC_92563_3_38	N	EC
SC_92563_4_70	N	EC
SC_92563_4_22	N	EC
SC_92563_4_66	N	EC
SC_92563_4_19	N	EC
SC_92563_0_41	N	SMC
SC_92563_0_44	N	EC
SC_92563_0_38	N	EC
SC_92563_1_61	N	SMC
SC_92563_2_40	N	EC
SC_92563_2_46	N	SMC
SC_92563_2_41	N	EC
SC_92563_1_13	N	EC
SC_92563_2_44	N	EC
SC_92563_2_38	N	EC
SC_92563_3_63	N	MP
SC_92563_3_64	N	SMC
SC_92563_3_70	N	EC
SC_92563_3_15	N	FB
SC_92563_3_65	N	EC
SC_92563_3_66	N	EC
SC_92563_3_23	N	EC
SC_92563_3_12	N	EC
SC_92563_3_67	N	SMC
SC_92563_3_62	N	MP
SC_92563_4_41	N	SMC
SC_92563_5_60	N	MP
SC_92563_0_9	N	CM
SC_92563_0_10	N	CM
SC_92563_0_2	N	CM
SC_92563_2_51	N	CM
SC_92563_2_54	N	CM
SC_92563_1_31	N	CM
SC_92563_2_55	N	CM
SC_92563_2_4	N	CM
SC_92563_2_10	N	CM
SC_92563_3_34	N	CM
SC_92563_2_5	N	CM
SC_92563_3_29	N	CM
SC_92563_2_7	N	CM
SC_92563_3_31	N	CM
SC_92563_4_0	N	CM
SC_92563_4_1	N	CM
SC_92563_0_33	N	CM
SC_92563_0_27	N	CM
SC_92563_0_34	N	CM
SC_92563_0_29	N	CM
SC_92563_1_55	N	CM
SC_92563_1_9	N	CM
SC_92563_1_4	N	CM
SC_92563_1_6	N	CM
SC_92563_2_24	N	CM
SC_92563_2_30	N	CM
SC_92563_1_8	N	CM
SC_92563_2_31	N	CM
SC_92563_3_52	N	FB
SC_92563_3_4	N	CM
SC_92563_3_7	N	CM
SC_92563_4_24	N	CM
SC_92563_4_30	N	CM
SC_92563_4_31	N	CM
SC_92563_5_45	N	EC
SC_92563_6_64	N	EC
SC_92563_6_71	N	MP
SC_92563_6_68	N	EC
SC_92563_6_62	N	SMC
SC_92563_7_46	N	EC
SC_92563_6_12	N	MP
SC_92563_6_19	N	FB
SC_92563_6_20	N	EC
SC_92563_6_14	N	EC
SC_92563_7_37	N	EC
SC_92563_7_43	N	SMC
SC_92563_7_44	N	SMC
SC_92563_8_15	N	CM
SC_92563_8_65	N	EC
SC_92563_8_71	N	MP
SC_92563_8_60	N	FB
SC_92563_8_66	N	MP
SC_92563_8_17	N	EC
SC_92563_8_23	N	MP
SC_92563_8_61	N	FB
SC_92563_9_45	N	SMC
SC_92563_9_40	N	EC
SC_92563_10_64	N	SMC
SC_92563_10_70	N	EC
SC_92563_10_65	N	SMC
SC_92563_10_71	N	FB
SC_92563_9_43	N	EC
SC_92563_10_67	N	EC
SC_92563_5_16	N	SMC
SC_92563_5_18	N	EC
SC_92563_6_37	N	EC
SC_92563_7_63	N	EC
SC_92563_7_70	N	EC
SC_92563_7_15	N	SMC
SC_92563_7_16	N	SMC
SC_92563_7_60	N	EC
SC_92563_7_68	N	EC
SC_92563_7_13	N	EC
SC_92563_8_39	N	EC
SC_92563_8_40	N	EC
SC_92563_8_46	N	EC
SC_92563_9_69	N	EC
SC_92563_9_63	N	EC
SC_92563_9_64	N	EC
SC_92563_9_65	N	MP
SC_92563_9_71	N	SMC
SC_92563_9_66	N	MP
SC_92563_8_37	N	EC
SC_92563_9_61	N	EC
SC_92563_9_67	N	EC
SC_92563_9_15	N	EC
SC_92563_9_16	N	EC
SC_92563_10_46	N	EC
SC_92563_9_17	N	EC
SC_92563_9_23	N	EC
SC_92563_9_18	N	EC
SC_92563_10_47	N	EC
SC_92563_10_36	N	EC
SC_92563_10_44	N	EC
SC_92563_10_38	N	EC
SC_92563_6_54	N	CM
SC_92563_5_25	N	CM
SC_92563_6_3	N	CM
SC_92563_6_10	N	CM
SC_92563_7_27	N	CM
SC_92563_6_5	N	CM
SC_92563_7_35	N	CM
SC_92563_7_31	N	FB
SC_92563_8_52	N	CM
SC_92563_8_58	N	CM
SC_92563_8_10	N	CM
SC_92563_8_48	N	CM
SC_92563_8_11	N	CM
SC_92563_8_56	N	EC
SC_92563_8_1	N	FB
SC_92563_8_7	N	CM
SC_92563_10_54	N	CM
SC_92563_6_33	N	CM
SC_92563_6_31	N	CM
SC_92563_6_26	N	CM
SC_92563_7_58	N	FB
SC_92563_7_3	N	CM
SC_92563_7_4	N	CM
SC_92563_7_10	N	CM
SC_92563_7_54	N	CM
SC_92563_7_6	N	CM
SC_92563_7_55	N	CM
SC_92563_8_30	N	CM
SC_92563_9_59	N	CM
SC_92563_8_26	N	CM
SC_92563_10_34	N	CM
SC_92563_10_30	N	CM
SC_92563_9_1	N	CM
SC_92563_9_7	N	CM
SC_92563_11_40	N	FB
SC_92563_10_23	N	SMC
SC_92563_11_47	N	SMC
SC_92563_10_14	N	EC
SC_92563_12_21	N	EC
SC_92563_12_22	N	CM
SC_92563_12_71	N	EC
SC_92563_12_12	N	CM
SC_92563_12_62	N	EC
SC_92563_12_20	N	EC
SC_92563_13_40	N	MP
SC_92563_14_69	N	EC
SC_92563_13_41	N	EC
SC_92563_13_36	N	EC
SC_92563_14_66	N	MP
SC_92563_13_43	N	EC
SC_92563_14_62	N	EC
SC_92563_14_15	N	EC
SC_92563_15_45	N	FB
SC_92563_14_23	N	EC
SC_92563_14_12	N	CM
SC_92563_15_41	N	MP
SC_92563_15_36	N	EC
SC_92563_15_43	N	EC
SC_92563_15_44	N	EC
SC_92563_11_15	N	SMC
SC_92563_11_16	N	FB
SC_92563_11_65	N	SMC
SC_92563_11_66	N	EC
SC_92563_11_17	N	EC
SC_92563_11_68	N	EC
SC_92563_11_20	N	EC
SC_92563_12_45	N	SMC
SC_92563_12_41	N	SMC
SC_92563_13_66	N	CM
SC_92563_12_37	N	SMC
SC_92563_12_44	N	SMC
SC_92563_12_38	N	EC
SC_92563_13_15	N	EC
SC_92563_14_40	N	SMC
SC_92563_14_41	N	SMC
SC_92563_15_69	N	SMC
SC_92563_15_70	N	EC
SC_92563_15_15	N	EC
SC_92563_15_60	N	EC
SC_92563_15_66	N	EC
SC_92563_15_67	N	EC
SC_92563_15_20	N	EC
SC_92563_10_9	N	CM
SC_92563_11_34	N	CM
SC_92563_10_0	N	CM
SC_92563_10_6	N	CM
SC_92563_10_1	N	CM
SC_92563_11_25	N	CM
SC_92563_12_3	N	CM
SC_92563_12_11	N	CM
SC_92563_12_56	N	CM
SC_92563_12_1	N	CM
SC_92563_12_7	N	CM
SC_92563_14_57	N	CM
SC_92563_14_55	N	CM
SC_92563_14_3	N	CM
SC_92563_14_1	N	CM
SC_92563_14_8	N	CM
SC_92563_11_57	N	MP
SC_92563_11_51	N	CM
SC_92563_11_58	N	CM
SC_92563_11_9	N	CM
SC_92563_11_59	N	CM
SC_92563_11_11	N	CM
SC_92563_11_6	N	CM
SC_92563_11_49	N	CM
SC_92563_12_32	N	CM
SC_92563_13_5	N	CM
SC_92563_13_6	N	CM
SC_92563_13_1	N	CM
SC_92563_13_8	N	CM
SC_92563_15_52	N	CM
SC_92563_15_10	N	CM
SC_92563_15_0	N	CM
SC_92563_15_1	N	CM
SC_92563_15_2	N	CM
SC_92563_16_63	N	MP
SC_92563_16_70	N	SMC
SC_92563_16_18	N	EC
SC_92563_16_68	N	EC
SC_92563_16_13	N	EC
SC_92563_17_46	N	EC
SC_92563_18_63	N	SMC
SC_92563_18_64	N	EC
SC_92563_17_41	N	FB
SC_92563_17_47	N	CM
SC_92563_17_42	N	FB
SC_92563_18_71	N	SMC
SC_92563_18_60	N	MP
SC_92563_18_66	N	EC
SC_92563_17_37	N	SMC
SC_92563_17_44	N	MP
SC_92563_18_62	N	EC
SC_92563_18_15	N	FB
SC_92563_18_16	N	EC
SC_92563_18_22	N	EC
SC_92563_19_41	N	SMC
SC_92563_19_42	N	EC
SC_92563_18_14	N	EC
SC_92563_19_37	N	SMC
SC_92563_20_21	N	FB
SC_92563_20_22	N	EC
SC_92563_20_65	N	EC
SC_92563_20_71	N	EC
SC_92563_20_18	N	SMC
SC_92563_20_14	N	EC
SC_92563_16_40	N	FB
SC_92563_16_41	N	EC
SC_92563_17_65	N	EC
SC_92563_16_37	N	SMC
SC_92563_16_43	N	FB
SC_92563_17_61	N	MP
SC_92563_17_67	N	SMC
SC_92563_17_62	N	EC
SC_92563_17_16	N	EC
SC_92563_17_22	N	EC
SC_92563_18_46	N	EC
SC_92563_17_12	N	EC
SC_92563_17_19	N	EC
SC_92563_17_20	N	EC
SC_92563_17_14	N	EC
SC_92563_18_44	N	MP
SC_92563_19_69	N	EC
SC_92563_19_70	N	EC
SC_92563_19_65	N	EC
SC_92563_19_17	N	EC
SC_92563_19_62	N	SMC
SC_92563_19_19	N	EC
SC_92563_20_46	N	FB
SC_92563_21_70	N	EC
SC_92563_21_65	N	EC
SC_92563_21_60	N	EC
SC_92563_21_66	N	EC
SC_92563_20_44	N	SMC
SC_92563_20_38	N	EC
SC_92563_21_61	N	EC
SC_92563_21_62	N	EC
SC_92563_16_4	N	CM
SC_92563_16_11	N	CM
SC_92563_16_0	N	CM
SC_92563_16_8	N	CM
SC_92563_18_53	N	CM
SC_92563_17_26	N	CM
SC_92563_18_9	N	CM
SC_92563_18_10	N	CM
SC_92563_18_6	N	CM
SC_92563_18_7	N	CM
SC_92563_19_31	N	CM
SC_92563_19_32	N	FB
SC_92563_20_0	N	CM
SC_92563_20_1	N	CM
SC_92563_20_8	N	CM
SC_92563_16_34	N	CM
SC_92563_16_31	N	CM
SC_92563_16_26	N	CM
SC_92563_17_9	N	CM
SC_92563_18_27	N	CM
SC_92563_17_6	N	CM
SC_92563_17_7	N	CM
SC_92563_18_31	N	CM
SC_92563_19_58	N	CM
SC_92563_19_5	N	CM
SC_92563_19_0	N	CM
SC_92563_19_7	N	CM
SC_92563_21_59	N	CM
SC_92563_21_39	N	MP
SC_92563_21_46	N	EC
SC_92563_21_47	N	MP
SC_92563_21_36	N	SMC
SC_92563_21_42	N	EC
SC_92563_22_71	N	SMC
SC_92563_21_43	N	SMC
SC_92563_21_44	N	FB
SC_92563_21_38	N	EC
SC_92563_22_61	N	SMC
SC_92563_22_15	N	EC
SC_92563_22_22	N	EC
SC_92563_23_45	N	SMC
SC_92563_23_46	N	SMC
SC_92563_22_23	N	SMC
SC_92563_22_12	N	FB
SC_92563_23_36	N	EC
SC_92563_24_64	N	EC
SC_92563_24_66	N	SMC
SC_92563_24_67	N	FB
SC_92563_24_62	N	EC
SC_92563_24_19	N	EC
SC_92563_24_20	N	EC
SC_92563_25_39	N	SMC
SC_92563_25_40	N	EC
SC_92563_25_47	N	SMC
SC_92563_25_42	N	EC
SC_92563_26_71	N	EC
SC_92563_26_66	N	CM
SC_92563_25_44	N	MP
SC_92563_26_61	N	SMC
SC_92563_26_62	N	EC
SC_92563_21_17	N	EC
SC_92563_22_43	N	EC
SC_92563_22_44	N	EC
SC_92563_23_70	N	MP
SC_92563_23_15	N	EC
SC_92563_23_66	N	SMC
SC_92563_23_17	N	EC
SC_92563_25_69	N	EC
SC_92563_25_70	N	EC
SC_92563_24_36	N	SMC
SC_92563_24_42	N	FB
SC_92563_25_67	N	SMC
SC_92563_26_45	N	EC
SC_92563_26_38	N	FB
SC_92563_22_51	N	CM
SC_92563_22_11	N	CM
SC_92563_23_29	N	FB
SC_92563_23_35	N	CM
SC_92563_23_30	N	FB
SC_92563_24_10	N	CM
SC_92563_24_0	N	CM
SC_92563_24_7	N	CM
SC_92563_25_33	N	CM
SC_92563_25_32	N	CM
SC_92563_26_55	N	CM
SC_92563_22_27	N	CM
SC_92563_22_35	N	CM
SC_92563_22_30	N	CM
SC_92563_22_25	N	CM
SC_92563_22_32	N	CM
SC_92563_23_5	N	CM
SC_92563_23_7	N	CM
SC_92563_24_24	N	CM
SC_92563_24_30	N	CM
SC_92563_26_28	N	CM
SC_92563_25_11	N	CM
SC_92563_25_1	N	CM
SC_92563_26_15	N	EC
SC_92563_26_22	N	EC
SC_92563_27_39	N	EC
SC_92563_27_40	N	SMC
SC_92563_26_12	N	EC
SC_92563_27_41	N	EC
SC_92563_27_42	N	FB
SC_92563_26_19	N	FB
SC_92563_27_37	N	EC
SC_92563_27_44	N	FB
SC_92563_28_64	N	MP
SC_92563_28_60	N	EC
SC_92563_29_45	N	SMC
SC_92563_30_70	N	FB
SC_92563_29_47	N	SMC
SC_92563_29_36	N	EC
SC_92563_30_60	N	SMC
SC_92563_30_17	N	EC
SC_92563_30_19	N	MP
SC_92563_30_20	N	EC
SC_92563_31_44	N	FB
SC_92563_27_15	N	EC
SC_92563_27_16	N	EC
SC_92563_27_23	N	EC
SC_92563_27_12	N	FB
SC_92563_27_20	N	EC
SC_92563_29_63	N	FB
SC_92563_28_36	N	SMC
SC_92563_28_38	N	SMC
SC_92563_29_67	N	SMC
SC_92563_29_62	N	SMC
SC_92563_29_15	N	FB
SC_92563_29_16	N	FB
SC_92563_30_39	N	EC
SC_92563_30_46	N	EC
SC_92563_29_17	N	EC
SC_92563_29_18	N	MP
SC_92563_30_42	N	MP
SC_92563_29_13	N	SMC
SC_92563_29_19	N	EC
SC_92563_30_43	N	SMC
SC_92563_31_63	N	EC
SC_92563_31_15	N	FB
SC_92563_31_60	N	SMC
SC_92563_31_67	N	CM
SC_92563_26_11	N	CM
SC_92563_26_1	N	CM
SC_92563_27_25	N	CM
SC_92563_27_26	N	CM
SC_92563_28_52	N	FB
SC_92563_28_11	N	CM
SC_92563_28_0	N	CM
SC_92563_28_6	N	CM
SC_92563_28_49	N	FB
SC_92563_28_1	N	CM
SC_92563_29_28	N	CM
SC_92563_29_34	N	CM
SC_92563_30_52	N	CM
SC_92563_29_29	N	CM
SC_92563_29_30	N	CM
SC_92563_30_48	N	CM
SC_92563_29_26	N	CM
SC_92563_31_27	N	CM
SC_92563_30_5	N	CM
SC_92563_30_1	N	CM
SC_92563_30_2	N	CM
SC_92563_27_51	N	CM
SC_92563_27_10	N	CM
SC_92563_27_53	N	CM
SC_92563_27_0	N	CM
SC_92563_27_55	N	CM
SC_92563_27_7	N	CM
SC_92563_27_8	N	CM
SC_92563_28_28	N	CM
SC_92563_29_57	N	CM
SC_92563_28_24	N	CM
SC_92563_28_30	N	CM
SC_92563_29_55	N	CM
SC_92563_29_50	N	CM
SC_92563_29_3	N	CM
SC_92563_29_10	N	CM
SC_92563_30_33	N	CM
SC_92563_30_34	N	CM
SC_92563_29_6	N	CM
SC_92563_30_29	N	FB
SC_92563_30_24	N	CM
