label	cell_type
SC_96355_11_26	N	SMC
SC_96355_17_63	N	EC
SC_96355_48_0	N	SMC
SC_96355_16_58	N	EC
SC_96356_63_8	N	CM
SC_96356_68_1	N	CM
SC_96356_30_55	N	CM
SC_96356_63_0	N	CM
SC_96356_31_56	N	CM
SC_96356_33_49	N	CM
SC_96356_27_48	N	EC
SC_96356_69_33	N	CM
SC_96356_67_1	N	CM
SC_96356_30_8	N	CM
SC_96356_31_10	N	CM
SC_96356_29_59	N	CM
SC_96356_69_10	N	CM
SC_96356_67_8	N	CM
SC_96356_31_7	N	CM
SC_96356_33_26	N	CM
SC_96356_65_1	N	CM
SC_96356_29_53	N	CM
SC_96356_63_6	N	CM
SC_96356_70_25	N	CM
SC_96356_30_27	N	CM
SC_96356_33_25	N	CM
SC_96356_68_30	N	CM
SC_96356_32_34	N	CM
SC_96356_34_35	N	CM
SC_96356_66_6	N	CM
SC_96356_65_4	N	CM
SC_96356_67_59	N	CM
SC_96356_27_25	N	CM
SC_96356_32_9	N	CM
SC_96356_70_5	N	CM
SC_96356_64_28	N	CM
SC_96356_71_54	N	CM
SC_96356_66_59	N	CM
SC_96356_63_5	N	CM
SC_96356_65_55	N	CM
SC_96356_63_30	N	CM
SC_96356_27_54	N	CM
SC_96356_69_5	N	MP
SC_96356_69_52	N	CM
SC_96356_33_51	N	MP
SC_96356_34_52	N	CM
SC_96356_34_1	N	CM
SC_96356_68_10	N	CM
SC_96356_66_9	N	CM
SC_96356_66_29	N	CM
SC_96356_70_34	N	CM
SC_96356_33_1	N	MP
SC_96356_30_7	N	CM
SC_96356_35_28	N	CM
SC_96356_71_2	N	CM
SC_96356_32_50	N	FB
SC_96356_69_24	N	CM
SC_96356_27_11	N	CM
SC_96356_68_2	N	CM
SC_96356_63_48	N	CM
SC_96356_64_57	N	CM
SC_96356_68_34	N	CM
SC_96356_66_57	N	CM
SC_96356_31_30	N	CM
SC_96356_63_25	N	CM
SC_96356_65_53	N	CM
SC_96356_65_3	N	CM
SC_96356_67_6	N	MP
SC_96356_66_25	N	CM
SC_96356_31_8	N	CM
SC_96356_34_10	N	CM
SC_96356_63_34	N	FB
SC_96356_32_28	N	CM
SC_96356_67_3	N	CM
SC_96356_34_3	N	CM
SC_96356_68_11	N	CM
SC_96356_63_35	N	CM
SC_96356_30_35	N	CM
SC_96356_69_34	N	CM
SC_96356_71_6	N	MP
SC_96356_28_51	N	FB
SC_96356_66_31	N	CM
SC_96356_33_48	N	CM
SC_96356_65_5	N	CM
SC_96356_68_48	N	MP
SC_96356_29_51	N	CM
SC_96356_66_24	N	MP
SC_96356_31_53	N	CM
SC_96356_71_3	N	MP
SC_96356_65_27	N	CM
SC_96356_27_57	N	CM
SC_96356_30_3	N	FB
SC_96356_66_4	N	CM
SC_96356_32_4	N	CM
SC_96356_64_3	N	CM
SC_96356_64_56	N	CM
SC_96356_68_35	N	CM
SC_96356_70_0	N	CM
SC_96356_34_54	N	CM
SC_96359_48_9	N	EC
SC_96359_46_58	N	EC
SC_96359_16_9	N	EC
SC_96359_10_42	N	FB
SC_96359_44_0	N	CM
SC_96359_46_6	N	EC
SC_96359_9_41	N	EC
SC_96359_0_59	N	CM
SC_96359_46_34	N	FB
SC_96359_11_31	N	EC
SC_96359_15_19	N	EC
SC_96359_12_22	N	FB
SC_96359_53_24	N	SMC
SC_96359_38_55	N	CM
SC_96359_43_50	N	CM
SC_96359_49_58	N	EC
SC_96359_53_31	N	MP
SC_96359_49_5	N	SMC
SC_96359_16_2	N	EC
SC_96359_52_67	N	EC
SC_96359_16_31	N	CM
SC_96359_2_26	N	CM
SC_96359_42_22	N	CM
SC_96359_48_8	N	EC
SC_96359_37_60	N	CM
SC_96359_53_67	N	EC
SC_96359_47_9	N	FB
SC_96359_48_44	N	EC
SC_96359_17_46	N	CM
SC_96359_51_49	N	EC
SC_96359_37_38	N	CM
SC_96359_41_63	N	CM
SC_96359_4_30	N	CM
SC_96359_45_70	N	SMC
SC_96359_9_48	N	EC
SC_96359_3_57	N	CM
SC_96359_17_64	N	EC
SC_96359_43_34	N	CM
SC_96359_37_12	N	CM
SC_96359_14_38	N	EC
SC_96359_53_38	N	EC
SC_96359_17_70	N	SMC
SC_96359_40_29	N	CM
SC_96359_37_27	N	CM
SC_96359_12_17	N	EC
SC_96359_50_19	N	SMC
SC_96359_13_19	N	SMC
SC_96359_11_45	N	EC
SC_96359_46_46	N	FB
SC_96359_7_1	N	CM
SC_96359_14_5	N	FB
SC_96359_4_0	N	CM
SC_96359_7_64	N	CM
SC_96359_47_62	N	SMC
SC_96359_53_32	N	SMC
SC_96359_39_12	N	CM
SC_96359_11_48	N	EC
SC_96359_16_42	N	EC
SC_96359_50_15	N	EC
SC_96359_16_8	N	SMC
SC_96359_42_10	N	CM
SC_96359_47_69	N	CM
SC_96359_17_61	N	SMC
SC_96359_36_40	N	CM
SC_96359_51_42	N	FB
SC_96359_47_5	N	SMC
SC_96359_50_34	N	FB
SC_96359_10_41	N	SMC
SC_96359_38_30	N	CM
SC_96359_9_29	N	EC
SC_96359_3_46	N	CM
SC_96359_10_34	N	FB
SC_96359_53_66	N	FB
SC_96359_50_6	N	EC
SC_96359_51_58	N	SMC
SC_96359_41_18	N	CM
SC_96359_49_7	N	SMC
SC_96359_48_54	N	MP
SC_96359_9_22	N	SMC
SC_96359_48_10	N	EC
SC_96359_50_69	N	EC
SC_96359_45_10	N	FB
SC_96359_52_29	N	FB
SC_96359_8_34	N	CM
SC_96359_9_61	N	EC
SC_96359_46_20	N	EC
SC_96359_48_14	N	EC
SC_96359_3_16	N	CM
SC_96359_48_36	N	EC
SC_96359_48_38	N	EC
SC_96359_6_44	N	CM
SC_96359_36_28	N	CM
SC_96359_16_28	N	FB
SC_96359_11_35	N	SMC
SC_96359_36_13	N	CM
SC_96359_16_37	N	FB
SC_96359_44_19	N	CM
SC_96359_9_65	N	FB
SC_96359_5_60	N	MP
SC_96359_37_68	N	CM
SC_96359_38_57	N	CM
SC_96359_10_14	N	EC
SC_96359_39_35	N	CM
SC_96359_48_45	N	EC
SC_96359_48_6	N	FB
SC_96359_1_44	N	CM
SC_96359_52_21	N	SMC
SC_96359_49_19	N	SMC
SC_96359_40_24	N	CM
SC_96359_16_10	N	EC
SC_96359_12_58	N	EC
SC_96359_47_54	N	EC
SC_96359_53_25	N	EC
SC_96359_1_24	N	CM
SC_96359_46_40	N	EC
SC_96359_17_22	N	SMC
SC_96359_51_55	N	FB
SC_96359_1_33	N	CM
SC_96359_44_10	N	CM
SC_96359_11_53	N	SMC
SC_96359_13_35	N	EC
SC_96359_49_15	N	MP
SC_96359_12_35	N	EC
SC_96359_42_67	N	CM
SC_96359_52_46	N	EC
SC_96359_46_22	N	EC
SC_96359_50_29	N	SMC
SC_96359_38_47	N	CM
SC_96359_5_16	N	CM
SC_96359_50_35	N	EC
SC_96359_16_70	N	FB
SC_96359_44_3	N	CM
SC_96359_12_25	N	EC
SC_96359_53_6	N	SMC
SC_96359_49_6	N	FB
SC_96359_0_50	N	MP
SC_96359_48_24	N	EC
SC_96359_51_54	N	CM
SC_96359_39_30	N	CM
SC_96359_51_67	N	FB
SC_96359_51_4	N	FB
SC_96359_1_45	N	CM
SC_96359_47_2	N	FB
SC_96359_41_51	N	CM
SC_96359_37_15	N	CM
SC_96359_48_41	N	FB
SC_96359_47_37	N	EC
SC_96359_8_60	N	CM
SC_96359_10_39	N	EC
SC_96359_17_60	N	EC
SC_96359_47_53	N	SMC
SC_96359_12_21	N	FB
SC_96359_7_41	N	CM
SC_96359_50_9	N	EC
SC_96359_48_63	N	SMC
SC_96359_43_69	N	CM
SC_96359_7_5	N	CM
SC_96359_52_48	N	FB
SC_96359_12_37	N	SMC
SC_96359_49_40	N	EC
SC_96359_9_63	N	CM
SC_96359_39_3	N	CM
SC_96359_14_54	N	SMC
SC_96359_36_12	N	CM
SC_96359_50_12	N	SMC
SC_96359_11_16	N	EC
SC_96359_14_68	N	EC
SC_96359_10_61	N	SMC
SC_96359_41_40	N	CM
SC_96359_14_17	N	MP
SC_96359_36_47	N	CM
SC_96359_4_32	N	CM
SC_96359_16_65	N	EC
SC_96359_7_22	N	CM
SC_96359_47_8	N	EC
SC_96359_8_22	N	CM
SC_96359_45_37	N	CM
SC_96359_6_41	N	CM
SC_96359_50_7	N	FB
SC_96359_7_27	N	CM
SC_96359_45_20	N	EC
SC_96359_39_15	N	CM
SC_96359_51_13	N	FB
SC_96359_12_14	N	SMC
SC_96359_53_0	N	FB
SC_96359_39_14	N	CM
SC_96359_37_9	N	CM
SC_96359_52_44	N	EC
SC_96359_6_34	N	CM
SC_96359_8_24	N	CM
SC_96359_9_37	N	FB
SC_96359_7_32	N	CM
SC_96359_12_46	N	EC
SC_96359_36_54	N	CM
SC_96359_45_52	N	SMC
SC_96359_9_57	N	FB
SC_96359_16_64	N	EC
SC_96359_43_7	N	CM
SC_96359_16_13	N	FB
SC_96359_51_30	N	FB
SC_96359_0_32	N	CM
SC_96359_53_37	N	EC
SC_96359_48_50	N	EC
SC_96359_9_52	N	MP
SC_96359_43_38	N	CM
SC_96359_37_1	N	CM
SC_96359_48_48	N	FB
SC_96359_4_39	N	CM
SC_96359_45_17	N	SMC
SC_96359_50_20	N	EC
SC_96359_5_47	N	CM
SC_96359_39_46	N	CM
SC_96359_45_50	N	EC
SC_96359_48_23	N	FB
SC_96359_10_33	N	SMC
SC_96359_53_40	N	EC
SC_96359_12_53	N	EC
SC_96359_5_18	N	CM
SC_96359_16_50	N	SMC
SC_96359_36_26	N	CM
SC_96359_17_56	N	EC
SC_96359_9_43	N	EC
SC_96359_42_34	N	CM
SC_96359_2_6	N	FB
SC_96359_39_22	N	CM
SC_96359_53_46	N	EC
SC_96359_45_0	N	SMC
SC_96359_45_55	N	FB
SC_96359_37_37	N	CM
SC_96359_10_43	N	EC
SC_96359_10_69	N	EC
SC_96359_38_5	N	CM
SC_96359_5_46	N	CM
SC_96359_50_67	N	SMC
SC_96359_48_25	N	EC
SC_96359_45_6	N	EC
SC_96359_45_16	N	EC
SC_96359_48_52	N	EC
SC_96359_9_45	N	EC
SC_96359_13_1	N	EC
SC_96359_4_8	N	CM
SC_96359_13_23	N	EC
SC_96359_46_16	N	CM
SC_96359_37_20	N	CM
SC_96359_14_39	N	EC
SC_96359_43_10	N	CM
SC_96359_38_11	N	CM
SC_96359_46_5	N	EC
SC_96359_15_28	N	FB
SC_96359_52_42	N	EC
SC_96359_42_5	N	CM
SC_96359_45_28	N	SMC
SC_96359_39_6	N	CM
SC_96359_14_70	N	EC
SC_96359_53_52	N	EC
SC_96359_52_13	N	EC
SC_96359_17_16	N	SMC
SC_96359_12_66	N	FB
SC_96359_47_64	N	EC
SC_96359_36_24	N	CM
SC_96359_9_34	N	EC
SC_96359_1_9	N	CM
SC_96359_52_66	N	FB
SC_96359_17_33	N	MP
SC_96359_49_22	N	EC
SC_96359_43_64	N	CM
SC_96359_39_13	N	CM
SC_96359_43_3	N	CM
SC_96359_16_16	N	SMC
SC_96359_53_3	N	SMC
SC_96359_9_27	N	EC
SC_96359_3_43	N	CM
SC_96359_9_62	N	SMC
SC_96359_43_37	N	CM
SC_96359_52_0	N	EC
SC_96359_16_24	N	SMC
SC_96359_51_15	N	EC
SC_96359_44_65	N	CM
SC_96359_13_24	N	SMC
SC_96359_38_44	N	CM
SC_96359_46_1	N	FB
SC_96359_38_21	N	CM
SC_96359_8_12	N	CM
SC_96359_41_38	N	CM
SC_96359_11_11	N	EC
SC_96359_15_46	N	CM
SC_96359_14_52	N	EC
SC_96359_3_8	N	CM
SC_96359_49_16	N	SMC
SC_96359_43_46	N	CM
SC_96359_48_5	N	EC
SC_96359_3_6	N	CM
SC_96359_41_17	N	CM
SC_96359_16_23	N	SMC
SC_96359_43_26	N	CM
SC_96359_50_47	N	EC
SC_96359_48_18	N	EC
SC_96359_7_23	N	CM
SC_96359_39_5	N	CM
SC_96359_11_20	N	EC
SC_96359_14_4	N	EC
SC_96359_15_32	N	EC
SC_96359_52_38	N	EC
SC_96359_45_49	N	CM
SC_96359_46_39	N	FB
SC_96359_50_64	N	CM
SC_96359_50_61	N	FB
SC_96359_10_53	N	SMC
SC_96359_51_7	N	SMC
SC_96359_15_56	N	EC
SC_96359_37_32	N	CM
SC_96359_11_69	N	EC
SC_96359_51_16	N	EC
SC_96359_37_16	N	CM
SC_96359_16_20	N	SMC
SC_96359_53_28	N	EC
SC_96359_44_22	N	CM
SC_96359_5_62	N	CM
SC_96359_49_60	N	EC
SC_96359_49_8	N	SMC
SC_96359_9_35	N	SMC
SC_96359_53_57	N	FB
SC_96359_13_25	N	FB
SC_96359_43_45	N	CM
SC_96359_48_66	N	SMC
SC_96359_47_20	N	FB
SC_96359_53_43	N	SMC
SC_96359_52_69	N	EC
SC_96359_46_25	N	EC
SC_96359_39_38	N	CM
SC_96359_45_64	N	FB
SC_96359_37_53	N	CM
SC_96359_49_23	N	FB
SC_96359_2_64	N	CM
SC_96359_11_18	N	EC
SC_96359_17_47	N	CM
SC_96359_13_8	N	EC
SC_96359_3_66	N	CM
SC_96359_13_43	N	FB
SC_96359_52_62	N	CM
SC_96359_38_13	N	CM
SC_96359_3_24	N	CM
SC_96359_9_67	N	EC
SC_96359_42_18	N	CM
SC_96359_12_67	N	FB
SC_96359_15_12	N	EC
SC_96359_47_30	N	EC
SC_96359_5_14	N	CM
SC_96359_15_29	N	EC
SC_96359_51_43	N	MP
SC_96359_0_42	N	CM
SC_96359_3_42	N	CM
SC_96359_16_71	N	CM
SC_96359_12_8	N	EC
SC_96359_37_11	N	CM
SC_96359_45_12	N	FB
SC_96359_10_0	N	EC
SC_96359_46_69	N	EC
SC_96359_51_8	N	SMC
SC_96359_47_40	N	SMC
SC_96359_39_58	N	CM
SC_96359_53_45	N	EC
SC_96359_10_48	N	EC
SC_96359_51_36	N	EC
SC_96359_42_0	N	CM
SC_96359_14_57	N	SMC
SC_96359_46_60	N	EC
SC_96359_12_24	N	FB
SC_96359_53_42	N	SMC
SC_96359_14_50	N	CM
SC_96359_47_60	N	EC
SC_96359_7_16	N	CM
SC_96359_16_46	N	SMC
SC_96359_10_47	N	EC
SC_96359_42_25	N	CM
SC_96359_12_52	N	SMC
SC_96359_5_61	N	CM
SC_96359_41_41	N	CM
SC_96359_51_50	N	CM
SC_96359_48_27	N	CM
SC_96359_47_33	N	FB
SC_96359_9_21	N	SMC
SC_96359_53_56	N	FB
SC_96359_43_30	N	CM
SC_96359_10_44	N	EC
SC_96359_13_63	N	FB
SC_96359_41_57	N	CM
SC_96359_53_64	N	SMC
SC_96359_14_3	N	EC
SC_96359_14_28	N	SMC
SC_96359_16_51	N	SMC
SC_96359_46_30	N	EC
SC_96359_13_39	N	EC
SC_96359_5_59	N	CM
SC_96359_50_38	N	EC
SC_96359_5_25	N	CM
SC_96359_4_20	N	CM
SC_96359_17_28	N	EC
SC_96359_50_31	N	EC
SC_96359_42_48	N	CM
SC_96359_14_25	N	EC
SC_96359_15_22	N	EC
SC_96359_12_1	N	EC
SC_96359_53_8	N	FB
SC_96359_41_64	N	CM
SC_96359_4_18	N	CM
SC_96359_51_52	N	EC
SC_96359_17_23	N	SMC
SC_96359_36_45	N	CM
SC_96359_48_34	N	FB
SC_96359_8_65	N	CM
SC_96359_51_1	N	EC
SC_96359_52_30	N	FB
SC_96359_38_61	N	CM
SC_96359_16_52	N	SMC
SC_96359_9_23	N	FB
SC_96359_40_11	N	CM
SC_96359_1_15	N	CM
SC_96359_44_12	N	CM
SC_96359_9_12	N	CM
SC_96359_11_14	N	SMC
SC_96359_47_38	N	SMC
SC_96359_12_2	N	EC
SC_96359_48_32	N	FB
SC_96359_4_48	N	CM
SC_96359_10_37	N	EC
SC_96359_44_56	N	CM
SC_96359_50_55	N	FB
SC_96359_17_11	N	EC
SC_96359_38_53	N	CM
SC_96359_39_9	N	CM
SC_96359_41_28	N	CM
SC_96359_10_20	N	EC
SC_96359_46_21	N	EC
SC_96359_44_29	N	CM
SC_96359_9_16	N	FB
SC_96359_12_4	N	EC
SC_96359_45_54	N	EC
SC_96359_37_35	N	CM
SC_96359_40_18	N	CM
SC_96359_48_53	N	EC
SC_96359_3_12	N	CM
SC_96359_9_36	N	EC
SC_96359_5_9	N	CM
SC_96359_9_1	N	EC
SC_96359_12_59	N	FB
SC_96359_11_8	N	EC
SC_96359_12_39	N	EC
SC_96359_41_7	N	CM
SC_96359_53_10	N	FB
SC_96359_44_20	N	CM
SC_96359_17_55	N	EC
SC_96359_50_11	N	SMC
SC_96359_12_31	N	EC
SC_96359_44_51	N	CM
SC_96359_17_18	N	EC
SC_96359_17_25	N	EC
SC_96359_14_15	N	EC
SC_96359_13_47	N	MP
SC_96359_9_56	N	EC
SC_96359_13_64	N	FB
SC_96359_3_31	N	CM
SC_96359_6_14	N	CM
SC_96359_49_46	N	EC
SC_96359_9_28	N	EC
SC_96359_39_0	N	CM
SC_96359_47_21	N	EC
SC_96359_17_9	N	EC
SC_96359_6_10	N	CM
SC_96359_5_1	N	CM
SC_96359_17_4	N	EC
SC_96359_38_28	N	CM
SC_96359_40_5	N	CM
SC_96359_44_9	N	CM
SC_96359_45_69	N	FB
SC_96359_40_4	N	CM
SC_96359_17_38	N	EC
SC_96359_4_3	N	CM
SC_96359_52_40	N	EC
SC_96359_44_62	N	CM
SC_96359_10_30	N	MP
SC_96359_17_8	N	EC
SC_96359_13_5	N	FB
SC_96359_14_31	N	FB
SC_96359_53_11	N	EC
SC_96359_11_5	N	CM
SC_96359_5_17	N	CM
SC_96359_13_32	N	SMC
SC_96359_36_64	N	CM
SC_96359_3_64	N	CM
SC_96359_13_60	N	EC
SC_96359_48_65	N	SMC
SC_96359_6_43	N	CM
SC_96359_38_4	N	CM
SC_96359_13_54	N	SMC
SC_96359_10_28	N	FB
SC_96359_44_71	N	CM
SC_96359_42_20	N	CM
SC_96359_49_64	N	EC
SC_96359_46_13	N	SMC
SC_96359_3_3	N	CM
SC_96359_50_68	N	EC
SC_96359_40_15	N	CM
SC_96359_52_43	N	EC
SC_96359_16_40	N	SMC
SC_96359_47_59	N	EC
SC_96359_1_7	N	CM
SC_96359_44_4	N	CM
SC_96359_48_19	N	SMC
SC_96359_14_49	N	SMC
SC_96359_53_33	N	FB
SC_96359_2_39	N	CM
SC_96359_47_63	N	SMC
SC_96359_46_26	N	EC
SC_96359_51_66	N	EC
SC_96359_50_56	N	EC
SC_96359_1_30	N	CM
SC_96359_48_57	N	EC
SC_96359_47_61	N	EC
SC_96359_48_16	N	SMC
SC_96359_7_13	N	CM
SC_96359_39_10	N	CM
SC_96359_49_28	N	EC
SC_96359_12_9	N	SMC
SC_96359_17_50	N	EC
SC_96359_13_44	N	EC
SC_96359_49_54	N	EC
SC_96359_6_62	N	CM
SC_96359_14_13	N	FB
SC_96359_46_52	N	CM
SC_96359_13_51	N	MP
SC_96359_40_35	N	CM
SC_96359_16_39	N	EC
SC_96359_46_3	N	EC
SC_96359_50_51	N	EC
SC_96359_11_67	N	CM
SC_96359_12_0	N	FB
SC_96359_9_24	N	CM
SC_96359_40_13	N	CM
SC_96359_43_54	N	CM
SC_96359_45_41	N	EC
SC_96359_43_14	N	CM
SC_96359_8_15	N	CM
SC_96359_9_6	N	CM
SC_96359_46_41	N	FB
SC_96359_50_16	N	SMC
SC_96359_52_32	N	MP
SC_96359_52_45	N	EC
SC_96359_45_19	N	EC
SC_96359_10_24	N	MP
SC_96359_12_20	N	SMC
SC_96359_16_49	N	MP
SC_96359_43_56	N	CM
SC_96359_38_12	N	CM
SC_96359_43_23	N	CM
SC_96359_50_37	N	EC
SC_96359_7_59	N	CM
SC_96359_14_2	N	EC
SC_96359_37_14	N	CM
SC_96359_15_51	N	EC
SC_96359_53_19	N	EC
SC_96359_1_40	N	CM
SC_96359_12_48	N	EC
SC_96359_12_64	N	EC
SC_96359_51_35	N	EC
SC_96359_52_15	N	EC
SC_96359_36_6	N	CM
SC_96359_17_42	N	EC
SC_96359_5_19	N	CM
SC_96359_45_65	N	EC
SC_96359_11_37	N	FB
SC_96359_5_3	N	CM
SC_96359_46_47	N	EC
SC_96359_13_17	N	FB
SC_96359_7_48	N	CM
SC_96359_16_11	N	FB
SC_96359_14_32	N	EC
SC_96359_37_6	N	CM
SC_96359_36_49	N	CM
SC_96359_48_30	N	FB
SC_96359_13_41	N	EC
SC_96359_5_21	N	CM
SC_96359_4_13	N	CM
SC_96359_41_71	N	CM
SC_96359_13_42	N	EC
SC_96359_11_42	N	EC
SC_96359_2_70	N	CM
SC_96359_49_24	N	MP
SC_96359_39_37	N	MP
SC_96366_35_42	N	CM
SC_96366_33_16	N	CM
SC_96366_67_15	N	CM
SC_96366_33_12	N	CM
SC_96366_63_16	N	CM
SC_96366_29_21	N	CM
SC_96366_71_17	N	CM
SC_96366_29_18	N	CM
SC_96366_68_17	N	CM
SC_96366_66_19	N	CM
SC_96366_35_19	N	CM
SC_96366_31_22	N	CM
SC_96366_35_13	N	CM
SC_96366_68_63	N	CM
SC_96366_68_23	N	CM
SC_96366_35_16	N	CM
SC_96366_33_18	N	CM
SC_96366_64_13	N	CM
SC_96366_34_19	N	CM
SC_96366_34_42	N	CM
SC_96366_71_12	N	CM
SC_96366_68_20	N	CM
SC_96366_29_38	N	CM
SC_96366_27_17	N	CM
SC_96366_69_19	N	CM
SC_96366_34_23	N	CM
SC_96366_34_17	N	CM
SC_96366_34_39	N	CM
SC_96366_71_22	N	CM
SC_96366_71_69	N	CM
SC_96366_69_69	N	CM
SC_96366_32_22	N	CM
SC_96366_35_14	N	CM
SC_96366_34_15	N	FB
SC_96366_35_18	N	CM
SC_96366_68_16	N	CM
SC_96366_35_68	N	CM
SC_96366_64_16	N	CM
SC_96366_32_38	N	CM
SC_96366_68_19	N	CM
SC_96366_35_36	N	CM
SC_96407_48_9	N	EC
SC_96407_46_58	N	SMC
SC_96407_53_39	N	EC
SC_96407_48_26	N	MP
SC_96407_16_9	N	EC
SC_96407_43_59	N	CM
SC_96407_11_31	N	CM
SC_96407_15_64	N	MP
SC_96407_49_41	N	EC
SC_96407_49_5	N	SMC
SC_96407_53_15	N	EC
SC_96407_53_67	N	MP
SC_96407_53_16	N	CM
SC_96407_47_9	N	EC
SC_96407_45_3	N	SMC
SC_96407_16_0	N	FB
SC_96407_48_59	N	SMC
SC_96407_50_50	N	EC
SC_96407_36_53	N	CM
SC_96407_51_59	N	EC
SC_96407_47_25	N	SMC
SC_96407_12_56	N	CM
SC_96407_53_9	N	SMC
SC_96407_52_68	N	EC
SC_96407_46_43	N	EC
SC_96407_47_43	N	EC
SC_96407_17_61	N	EC
SC_96407_14_24	N	CM
SC_96407_8_9	N	CM
SC_96407_53_50	N	SMC
SC_96407_10_34	N	CM
SC_96407_50_6	N	EC
SC_96407_12_43	N	EC
SC_96407_16_19	N	EC
SC_96407_45_40	N	EC
SC_96407_49_7	N	EC
SC_96407_48_10	N	SMC
SC_96407_50_59	N	EC
SC_96407_9_61	N	CM
SC_96407_49_3	N	SMC
SC_96407_48_36	N	FB
SC_96407_12_60	N	EC
SC_96407_45_25	N	EC
SC_96407_11_35	N	CM
SC_96407_13_7	N	EC
SC_96407_50_70	N	SMC
SC_96407_10_14	N	CM
SC_96407_8_0	N	CM
SC_96407_15_30	N	EC
SC_96407_16_14	N	SMC
SC_96407_50_39	N	EC
SC_96407_46_8	N	EC
SC_96407_52_3	N	EC
SC_96407_52_18	N	SMC
SC_96407_51_55	N	EC
SC_96407_51_14	N	EC
SC_96407_47_14	N	SMC
SC_96407_44_10	N	CM
SC_96407_44_11	N	CM
SC_96407_13_35	N	CM
SC_96407_47_3	N	FB
SC_96407_48_35	N	EC
SC_96407_49_42	N	EC
SC_96407_50_35	N	FB
SC_96407_17_2	N	EC
SC_96407_16_70	N	EC
SC_96407_11_40	N	EC
SC_96407_50_17	N	SMC
SC_96407_45_31	N	EC
SC_96407_12_21	N	SMC
SC_96407_50_54	N	EC
SC_96407_53_12	N	FB
SC_96407_50_9	N	EC
SC_96407_10_15	N	SMC
SC_96407_14_66	N	EC
SC_96407_49_59	N	EC
SC_96407_49_40	N	EC
SC_96407_9_63	N	EC
SC_96407_50_12	N	EC
SC_96407_48_11	N	SMC
SC_96407_11_16	N	EC
SC_96407_50_10	N	EC
SC_96407_14_17	N	EC
SC_96407_47_16	N	SMC
SC_96407_49_34	N	EC
SC_96407_47_51	N	EC
SC_96407_50_33	N	EC
SC_96407_15_65	N	EC
SC_96407_45_37	N	EC
SC_96407_17_59	N	EC
SC_96407_50_7	N	SMC
SC_96407_53_60	N	CM
SC_96407_50_36	N	EC
SC_96407_51_22	N	EC
SC_96407_45_61	N	EC
SC_96407_36_54	N	EC
SC_96407_45_52	N	CM
SC_96407_16_26	N	SMC
SC_96407_16_64	N	EC
SC_96407_16_13	N	MP
SC_96407_16_66	N	SMC
SC_96407_47_29	N	MP
SC_96407_53_1	N	SMC
SC_96407_17_56	N	EC
SC_96407_53_54	N	EC
SC_96407_45_55	N	SMC
SC_96407_52_47	N	EC
SC_96407_46_7	N	EC
SC_96407_45_11	N	CM
SC_96407_17_15	N	CM
SC_96407_45_16	N	EC
SC_96407_49_65	N	EC
SC_96407_14_59	N	SMC
SC_96407_46_5	N	EC
SC_96407_45_28	N	SMC
SC_96407_17_16	N	FB
SC_96407_51_41	N	EC
SC_96407_46_27	N	SMC
SC_96407_46_15	N	CM
SC_96407_50_40	N	EC
SC_96407_52_14	N	EC
SC_96407_52_0	N	FB
SC_96407_16_24	N	EC
SC_96407_48_13	N	EC
SC_96407_16_1	N	EC
SC_96407_51_9	N	EC
SC_96407_11_61	N	EC
SC_96407_45_35	N	EC
SC_96407_7_58	N	FB
SC_96407_52_59	N	SMC
SC_96407_47_6	N	EC
SC_96407_50_62	N	EC
SC_96407_45_56	N	EC
SC_96407_14_4	N	FB
SC_96407_48_68	N	MP
SC_96407_51_12	N	EC
SC_96407_51_27	N	EC
SC_96407_52_38	N	EC
SC_96407_50_64	N	EC
SC_96407_47_4	N	EC
SC_96407_9_14	N	MP
SC_96407_49_31	N	FB
SC_96407_50_24	N	EC
SC_96407_53_28	N	EC
SC_96407_49_61	N	FB
SC_96407_49_8	N	SMC
SC_96407_10_58	N	EC
SC_96407_17_21	N	FB
SC_96407_52_51	N	FB
SC_96407_11_18	N	EC
SC_96407_52_49	N	EC
SC_96407_51_71	N	FB
SC_96407_47_36	N	SMC
SC_96407_47_57	N	EC
SC_96407_53_4	N	SMC
SC_96407_14_20	N	FB
SC_96407_53_17	N	SMC
SC_96407_45_4	N	SMC
SC_96407_10_0	N	CM
SC_96407_53_36	N	FB
SC_96407_49_13	N	SMC
SC_96407_46_60	N	SMC
SC_96407_42_7	N	CM
SC_96407_47_60	N	EC
SC_96407_49_35	N	EC
SC_96407_46_4	N	EC
SC_96407_51_50	N	EC
SC_96407_47_33	N	FB
SC_96407_16_69	N	EC
SC_96407_51_57	N	FB
SC_96407_13_63	N	EC
SC_96407_11_60	N	CM
SC_96407_46_30	N	SMC
SC_96407_51_34	N	EC
SC_96407_4_54	N	CM
SC_96407_53_69	N	EC
SC_96407_46_23	N	EC
SC_96407_45_9	N	EC
SC_96407_52_6	N	EC
SC_96407_9_17	N	EC
SC_96407_52_30	N	EC
SC_96407_11_14	N	EC
SC_96407_48_32	N	EC
SC_96407_10_65	N	SMC
SC_96407_53_49	N	FB
SC_96407_52_57	N	SMC
SC_96407_45_30	N	EC
SC_96407_52_64	N	FB
SC_96407_46_59	N	CM
SC_96407_16_55	N	EC
SC_96407_17_1	N	EC
SC_96407_51_29	N	SMC
SC_96407_47_42	N	EC
SC_96407_51_2	N	EC
SC_96407_45_36	N	EC
SC_96407_52_40	N	FB
